,genome_ID_x,scaffold,gene_oid,locus_tag_x,start_coord_x,end_coord_x,clust_ID_x,gene_ID_string,core_whole,Phylum,Genus,Species_x,Strain,40_percent_ID_group_x,Short name,len_aa,Definition
3760,2510917000,TerturDRAFT_scaffold_17.18,2510921217,TerturDRAFT_04226,38660,39337,1158,2510921217,afp7,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,,,,
3761,2510917000,TerturDRAFT_scaffold_17.18,2510921218,TerturDRAFT_04227,39343,39561,1158,2510921218,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 109,,73,
3762,2510917000,TerturDRAFT_scaffold_17.18,2510921219,TerturDRAFT_04228,39571,40026,1158,2510921219,afp1_5,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,,,,
3763,2510917000,TerturDRAFT_scaffold_17.18,2510921220,TerturDRAFT_04229,40339,40797,1158,2510921220,afp1_5,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,,,,
3764,2510917000,TerturDRAFT_scaffold_17.18,2510921221,TerturDRAFT_04230,40828,42543,1158,2510921221,afp2_3_4,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,,,,
3765,2510917000,TerturDRAFT_scaffold_17.18,2510921222,TerturDRAFT_04231,42560,43504,1158,2510921222,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 140,,315,
3766,2510917000,TerturDRAFT_scaffold_17.18,2510921223,TerturDRAFT_04232,43506,44075,1158,2510921223,afp16,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,,,,
3767,2510917000,TerturDRAFT_scaffold_17.18,2510921224,TerturDRAFT_04233,45024,45395,1158,2510921224,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 190,DnaJ superfamily,124,"DnaJ-class molecular chaperone with C-terminal Zn finger domain [Posttranslational modification, protein turnover, chaperones]; DnaJ-class molecular chaperone with C-terminal Zn finger domain [Posttranslational modification, protein turnover, chaperones]."
3768,2510917000,TerturDRAFT_scaffold_17.18,2510921225,TerturDRAFT_04234,46546,47619,1158,2510921225,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 742,AraC,358,AraC-type DNA-binding domain and AraC-containing proteins [Transcription]; AraC-type DNA-binding domain-containing proteins [Transcription].
3769,2510917000,TerturDRAFT_scaffold_17.18,2510921226,TerturDRAFT_04235,47983,48453,1158,2510921226,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 1990,,157,
3770,2510917000,TerturDRAFT_scaffold_17.18,2510921227,TerturDRAFT_04236,48725,49375,1158,2510921227,,Proteobacteria,Teredinibacter,Teredinibacter turnerae,T8415,Cluster 6451,Glyco_hydrolase_16,217,"glycosyl hydrolase family 16; The O-Glycosyl hydrolases are a widespread group of enzymes that hydrolyse the glycosidic bond between two or more carbohydrates, or between a carbohydrate and a non-carbohydrate moiety. A glycosyl hydrolase classification system based on sequence similarity has led to the definition of more than 95 different families inlcuding glycosyl hydrolase family 16. Family 16 includes lichenase, xyloglucan endotransglycosylase (XET), beta-agarase, kappa-carrageenase, endo-beta-1,3-glucanase, endo-beta-1,3-1,4-glucanase, and endo-beta-galactosidase, all of which have a conserved jelly roll fold with a deep active site channel harboring the catalytic residues."
11132,2582580865,ATFJ01000003,2583688874,M272_02430,60678,62060,11487,2583688874,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 13,SpoVK,461,"AAA+-type ATPase, SpoVK/Ycf46/Vps4 family [Cell wall/membrane/envelope biogenesis, Cell cycle control, cell division, chromosome partitioning, Signal transduction mechanisms]; ATPases of the AAA+ class [Posttranslational modification, protein turnover, chaperones]."
11133,2582580865,ATFJ01000003,2583688874,M272_02430,60678,62060,11487,2583688874,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 13,DEAD-like_helicase_N superfamily,461,N-terminal helicase domain of the DEAD-box helicase superfamily; The DEAD-like helicase superfamily is a diverse family of proteins involved in ATP-dependent RNA or DNA unwinding. The N-terminal domain contains the ATP-binding region.
11134,2582580865,ATFJ01000003,2583688875,M272_02435,62143,63720,11487,2583688875,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 1047,DUF4157,526,"Domain of unknown function (DUF4157); This presumed domain is functionally uncharacterized. This domain family is found in bacteria, archaea and eukaryotes, and is approximately 80 amino acids in length. This domain contains an HEXXH motif that is characteristic of many families of metallopeptidases. However, no peptidase activity has been shown for this domain."
11135,2582580865,ATFJ01000003,2583688876,M272_02440,63841,64266,11487,2583688876,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 1073,,142,
11136,2582580865,ATFJ01000003,2583688877,M272_02445,64372,67125,11487,2583688877,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 432,PssA superfamily,918,Phosphatidylserine synthase [Lipid transport and metabolism]; Phosphatidylserine synthase [Lipid metabolism].
11137,2582580865,ATFJ01000003,2583688878,M272_02450,67138,70941,11487,2583688878,afp14,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11138,2582580865,ATFJ01000003,2583688879,M272_02455,70938,73307,11487,2583688879,afp12,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11139,2582580865,ATFJ01000003,2583688880,M272_02460,73310,74137,11487,2583688880,afp13,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11140,2582580865,ATFJ01000003,2583688881,M272_02465,74140,78174,11487,2583688881,afp11,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11141,2582580865,ATFJ01000003,2583688882,M272_02470,78171,78620,11487,2583688882,afp9,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11142,2582580865,ATFJ01000003,2583688883,M272_02475,78645,78944,11487,2583688883,afp10,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11143,2582580865,ATFJ01000003,2583688884,M272_02480,78970,80763,11487,2583688884,afp8,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11144,2582580865,ATFJ01000003,2583688885,M272_02485,80776,81441,11487,2583688885,afp7,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11145,2582580865,ATFJ01000003,2583688886,M272_02490,81444,81650,11487,2583688886,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 380,,69,
11146,2582580865,ATFJ01000003,2583688887,M272_02495,81673,82116,11487,2583688887,afp1_5,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11147,2582580865,ATFJ01000003,2583688888,M272_02500,82202,82681,11487,2583688888,afp1_5,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11148,2582580865,ATFJ01000003,2583688889,M272_02505,82764,84317,11487,2583688889,afp2_3_4,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11149,2582580865,ATFJ01000003,2583688890,M272_02510,84544,85350,11487,2583688890,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 575,,269,
11150,2582580865,ATFJ01000003,2583688891,M272_02515,85350,85934,11487,2583688891,afp16,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,,,,
11151,2582580865,ATFJ01000003,2583688892,M272_02520,86140,86370,11487,2583688892,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 746,Pas_Saposin,77,"Pas factor saposin fold; Members of this family adopt a compact structure comprising five alpha helices. Charged and polar residues are exposed mostly on the surface, while most of the hydrophobic residues are buried inside the hydrophobic core of the helical bundle. The precise function of this domain is unknown, but it is has been shown to induce secretion of periplasmic proteins, especially collagenase."
11152,2582580865,ATFJ01000003,2583688893,M272_02525,86649,87008,11487,2583688893,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 726,,120,
11153,2582580865,ATFJ01000003,2583688894,M272_02530,87144,88073,11487,2583688894,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 795,uraD_N-term-dom,310,putative urate catabolism protein; This model represents a protein that is predominantly found just upstream of the UraD protein (OHCU decarboxylase) and in a number of instances as a N-terminal fusion with it. UraD itself catalyzes the last step in the catabolism of urate to allantoate. The function of this protein is presently unknown. It shows homology with the pfam01522 polysaccharide deacetylase domain family.
11154,2582580865,ATFJ01000003,2583688895,M272_02535,88131,88862,11487,2583688895,,Proteobacteria,Vibrio,Vibrio natriegens,P. Baumann 111,Cluster 679,Dcg1,244,Asp/Glu/hydantoin racemase [Amino acid transport and metabolism]; Hydantoin racemase [Amino acid transport and metabolism].
11155,2582581013,JMQJ01000019,2584268613,DV26_08030,226542,227957,11600,2584268613,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 267,metallo-dependent_hydrolases superfamily,472,"Superfamily of metallo-dependent hydrolases (also called amidohydrolase superfamily) is a large group of proteins that show conservation in their 3-dimensional fold (TIM barrel) and in details of their active site. The vast majority of the members have a conserved metal binding site, involving four histidines and one aspartic acid residue. In the common reaction mechanism, the metal ion (or ions) deprotonate a water molecule for a nucleophilic attack on the substrate. The family includes urease alpha, adenosine deaminase, phosphotriesterase  dihydroorotases, allantoinases, hydantoinases, AMP-, adenine and cytosine deaminases, imidazolonepropionase, aryldialkylphosphatase, chlorohydrolases, formylmethanofuran dehydrogenases and others."
11156,2582581013,JMQJ01000019,2584268614,DV26_08035,227974,228477,11600,2584268614,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 261,,168,
11157,2582581013,JMQJ01000019,2584268615,DV26_08040,228523,230013,11600,2584268615,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 234,Beta_helix,497,Right handed beta helix region; This region contains a parallel beta helix region that shares some similarity with Pectate lyases.
11158,2582581013,JMQJ01000019,2584268616,DV26_08045,230618,231439,11600,2584268616,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 254,,274,
11159,2582581013,JMQJ01000019,2584268617,DV26_08050,231854,232513,11600,2584268617,afp16,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11160,2582581013,JMQJ01000019,2584268618,DV26_08055,232510,234495,11600,2584268618,afp15,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11161,2582581013,JMQJ01000019,2584268619,DV26_08060,234599,235342,11600,2584268619,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 12,DUF4157,248,"Domain of unknown function (DUF4157); This presumed domain is functionally uncharacterized. This domain family is found in bacteria, archaea and eukaryotes, and is approximately 80 amino acids in length. This domain contains an HEXXH motif that is characteristic of many families of metallopeptidases. However, no peptidase activity has been shown for this domain."
11162,2582581013,JMQJ01000019,2584268620,DV26_08065,235376,238720,11600,2584268620,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 175,COG5412 superfamily,1115,"Phage-related protein  [Mobilome: prophages, transposons]; Phage-related protein [Function unknown]."
11163,2582581013,JMQJ01000019,2584268621,DV26_08070,239002,240555,11600,2584268621,afp2_3_4,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11164,2582581013,JMQJ01000019,2584268622,DV26_08075,240627,241070,11600,2584268622,afp1_5,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11165,2582581013,JMQJ01000019,2584268623,DV26_08080,241075,241524,11600,2584268623,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 1,,150,
11166,2582581013,JMQJ01000019,2584268624,DV26_08090,241686,244637,11600,2584268624,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 409,PHA03247 superfamily,984,large tegument protein UL36; Provisional
11167,2582581013,JMQJ01000019,2584268624,DV26_08090,241686,244637,11600,2584268624,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 409,PHA03247 superfamily,984,large tegument protein UL36; Provisional
11168,2582581013,JMQJ01000019,2584268625,DV26_08095,244652,245098,11600,2584268625,afp1_5,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11169,2582581013,JMQJ01000019,2584268626,DV26_08100,245102,245863,11600,2584268626,afp7,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11170,2582581013,JMQJ01000019,2584268627,DV26_08105,245856,247679,11600,2584268627,afp8,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11171,2582581013,JMQJ01000019,2584268628,DV26_08110,247692,247973,11600,2584268628,afp10,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11172,2582581013,JMQJ01000019,2584268629,DV26_08115,247981,248415,11600,2584268629,afp9,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11173,2582581013,JMQJ01000019,2584268630,DV26_08120,248415,250376,11600,2584268630,afp11,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,,,,
11174,2582581013,JMQJ01000019,2584268631,DV26_08125,250373,250912,11600,2584268631,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 2,Tail_P2_I superfamily,180,Phage tail protein (Tail_P2_I); These sequences represent the family of phage P2 protein I and related tail proteins from a number of temperate phage of Gram-negative bacteria.
11175,2582581013,JMQJ01000019,2584268632,DV26_08130,250916,251911,11600,2584268632,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 44,zinc_ribbon_2,332,"zinc-ribbon domain; This family consists of a single zinc ribbon domain, ie half of a pair as in family DZR. pfam12773."
11176,2582581013,JMQJ01000019,2584268633,DV26_08135,251945,255973,11600,2584268633,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 61,TolB superfamily,1343,"Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]; Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking and secretion]."
11177,2582581013,JMQJ01000019,2584268633,DV26_08135,251945,255973,11600,2584268633,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 61,tolB superfamily,1343,Tol-Pal system protein TolB; translocation protein TolB; Provisional.
11178,2582581013,JMQJ01000019,2584268633,DV26_08135,251945,255973,11600,2584268633,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 61,VWA,1343,von Willebrand factor (vWF) type A domain; VWA domains in extracellular eukaryotic proteins mediate adhesion via metal ion-dependent adhesion sites (MIDAS). Intracellular VWA domains and homologues in prokaryotes have recently been identified. The proposed VWA domains in integrin beta subunits have recently been substantiated using sequence-based methods.
11179,2582581013,JMQJ01000019,2584268633,DV26_08135,251945,255973,11600,2584268633,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 61,tolB superfamily,1343,Tol-Pal system protein TolB; translocation protein TolB; Provisional.
11180,2582581013,JMQJ01000019,2584268634,DV26_08140,256137,257471,11600,2584268634,,Actinobacteria,Amycolatopsis,Amycolatopsis mediterranei,DSM 40773,Cluster 33,COG1470 superfamily,445,Uncharacterized membrane protein  [Function unknown]; Predicted membrane protein [Function unknown].
11181,2582581014,JMQI01000062,2584282049,DV20_29645,228363,229691,11601,2584282049,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 33,COG1470 superfamily,443,Uncharacterized membrane protein  [Function unknown]; Predicted membrane protein [Function unknown].
11182,2582581014,JMQI01000062,2584282050,DV20_29650,229799,233815,11601,2584282050,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 61,TolB superfamily,1339,"Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]; Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking and secretion]."
11183,2582581014,JMQI01000062,2584282050,DV20_29650,229799,233815,11601,2584282050,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 61,TolB superfamily,1339,"Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]; Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking and secretion]."
11184,2582581014,JMQI01000062,2584282050,DV20_29650,229799,233815,11601,2584282050,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 61,VWA,1339,von Willebrand factor (vWF) type A domain; VWA domains in extracellular eukaryotic proteins mediate adhesion via metal ion-dependent adhesion sites (MIDAS). Intracellular VWA domains and homologues in prokaryotes have recently been identified. The proposed VWA domains in integrin beta subunits have recently been substantiated using sequence-based methods.
11185,2582581014,JMQI01000062,2584282050,DV20_29650,229799,233815,11601,2584282050,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 61,TolB superfamily,1339,"Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]; Periplasmic component of the Tol biopolymer transport system [Intracellular trafficking and secretion]."
11186,2582581014,JMQI01000062,2584282051,DV20_29655,233846,234823,11601,2584282051,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 44,zinc_ribbon_2,326,"zinc-ribbon domain; This family consists of a single zinc ribbon domain, ie half of a pair as in family DZR. pfam12773."
11187,2582581014,JMQI01000062,2584282052,DV20_29660,234829,235368,11601,2584282052,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 2,Tail_P2_I superfamily,180,Phage tail protein (Tail_P2_I); These sequences represent the family of phage P2 protein I and related tail proteins from a number of temperate phage of Gram-negative bacteria.
11188,2582581014,JMQI01000062,2584282053,DV20_29665,235365,237326,11601,2584282053,afp11,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11189,2582581014,JMQI01000062,2584282054,DV20_29670,237326,237751,11601,2584282054,afp9,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11190,2582581014,JMQI01000062,2584282055,DV20_29675,237753,238034,11601,2584282055,afp10,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11191,2582581014,JMQI01000062,2584282056,DV20_29680,238048,239871,11601,2584282056,afp8,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11192,2582581014,JMQI01000062,2584282057,DV20_29685,239864,240631,11601,2584282057,afp7,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11193,2582581014,JMQI01000062,2584282058,DV20_29690,240634,241080,11601,2584282058,afp1_5,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11194,2582581014,JMQI01000062,2584282059,DV20_29695,241092,241439,11601,2584282059,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 1173,,116,
11195,2582581014,JMQI01000062,2584282060,DV20_29700,243091,244179,11601,2584282060,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 5085,PHA03307 superfamily,363,transcriptional regulator ICP4; Provisional
11196,2582581014,JMQI01000062,2584282061,DV20_29710,244526,244972,11601,2584282061,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 5,,149,
11197,2582581014,JMQI01000062,2584282062,DV20_29715,244977,245420,11601,2584282062,afp1_5,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11198,2582581014,JMQI01000062,2584282063,DV20_29720,245439,246992,11601,2584282063,afp2_3_4,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11199,2582581014,JMQI01000062,2584282064,DV20_29725,247274,250411,11601,2584282064,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 67,COG5412 superfamily,1046,"Phage-related protein  [Mobilome: prophages, transposons]; Phage-related protein [Function unknown]."
11200,2582581014,JMQI01000062,2584282064,DV20_29725,247274,250411,11601,2584282064,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 67,PTZ00121 superfamily,1046,MAEBL; Provisional
11201,2582581014,JMQI01000062,2584282065,DV20_29730,250408,250908,11601,2584282065,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 3307,HEAT,167,HEAT repeat [General function prediction only]; FOG: HEAT repeat [Energy production and conversion].
11202,2582581014,JMQI01000062,2584282066,DV20_29735,250941,251717,11601,2584282066,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 12,DUF4157,259,"Domain of unknown function (DUF4157); This presumed domain is functionally uncharacterized. This domain family is found in bacteria, archaea and eukaryotes, and is approximately 80 amino acids in length. This domain contains an HEXXH motif that is characteristic of many families of metallopeptidases. However, no peptidase activity has been shown for this domain."
11203,2582581014,JMQI01000062,2584282067,DV20_29740,251821,253806,11601,2584282067,afp15,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11204,2582581014,JMQI01000062,2584282068,DV20_29745,253803,254462,11601,2584282068,afp16,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,,,,
11205,2582581014,JMQI01000062,2584282069,DV20_29750,254582,255025,11601,2584282069,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 2089,Acetyltransf_1,148,Acetyltransferase (GNAT) family; This family contains proteins with N-acetyltransferase functions such as Elp3-related proteins.
11206,2582581014,JMQI01000062,2584282070,DV20_29760,255422,256240,11601,2584282070,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 254,,273,
11207,2582581014,JMQI01000062,2584282071,DV20_29765,256843,258333,11601,2584282071,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 234,NosD_copper_fam superfamily,497,"nitrous oxide reductase family maturation protein NosD; Members of this family include NosD, a repetitive periplasmic protein required for the maturation of the copper-containing enzyme nitrous-oxide reductase. NosD appears to be part of a complex with NosF (an ABC transporter family ATP-binding protein) and NosY (a six-helix transmembrane protein in the ABC-2 permease family). However, NosDFY-like complexes appear to occur also in species whose copper requiring enzymes are something other than nitrous-oxide reductase."
11208,2582581014,JMQI01000062,2584282072,DV20_29770,258288,258821,11601,2584282072,,Actinobacteria,Amycolatopsis,Amycolatopsis rifamycinica,46095,Cluster 261,,178,
11209,2582581278,EW65DRAFT_scaffold00010.10,2585143225,EW65DRAFT_02285,2580,2972,11637,2585143225,,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,Cluster 1958,YjgF_YER057c_UK114_family superfamily,131,"YjgF, YER057c, and UK114 belong to a large family of proteins present in bacteria, archaea, and eukaryotes with no definitive function. The conserved domain is similar in structure to chorismate mutase but there is no sequence similarity and no functional connection. Members of this family have been implicated in isoleucine (Yeo7, Ibm1, aldR) and purine (YjgF) biosynthesis, as well as threonine anaerobic degradation (tdcF) and mitochondrial DNA maintenance (Ibm1). This domain homotrimerizes forming a distinct intersubunit cavity that may serve as a small molecule binding site."
11210,2582581278,EW65DRAFT_scaffold00010.10,2585143226,EW65DRAFT_02286,3235,3630,11637,2585143226,,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,Cluster 833,,132,
11211,2582581278,EW65DRAFT_scaffold00010.10,2585143227,EW65DRAFT_02287,3665,3901,11637,2585143227,,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,Cluster 751,,79,
11212,2582581278,EW65DRAFT_scaffold00010.10,2585143228,EW65DRAFT_02288,3906,7187,11637,2585143228,,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,Cluster 4368,DUF4781 superfamily,1094,"Domain of unknown function (DUF4781); This presumed domain is functionally uncharacterized. This domain family is found in bacteria and eukaryotes, and is typically between 288 and 306 amino acids in length."
11213,2582581278,EW65DRAFT_scaffold00010.10,2585143228,EW65DRAFT_02288,3906,7187,11637,2585143228,,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,Cluster 4368,PG_binding_1 superfamily,1094,Putative peptidoglycan binding domain; This domain is composed of three alpha helices. This domain is found at the N or C-terminus of a variety of enzymes involved in bacterial cell wall degradation. This domain may have a general peptidoglycan binding function. This family is found N-terminal to the catalytic domain of matrixins. The domain is found to bind peptidoglycan experimentally.
11214,2582581278,EW65DRAFT_scaffold00010.10,2585143229,EW65DRAFT_02289,7212,8666,11637,2585143229,afp15,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,,,,
11215,2582581278,EW65DRAFT_scaffold00010.10,2585143230,EW65DRAFT_02290,8762,10204,11637,2585143230,afp14,Bacteroidetes,Chryseobacterium,Chryseobacterium sp. CF365,CF365,,,,
