genome_ID,scaffold,gene_oid,locus_tag,start_coord,end_coord,clust_ID,gene_ID_string,core_whole,40_percent_ID_group,query_start,query_end,evalue,pfam_id,pfam_name,pfam_length
637000120,NC_002939,637125661,GSU0991,1069829,1071094,65544,637125661,,Cluster 373,194,377,1.90E-20,pfam00534,Glycos_transf_1,172
637000120,NC_002939,637125662,GSU0992,1071166,1074108,65544,637125662,,Cluster 464,,,,,,
637000155,NC_007626,637820490,amb1878,2026108,2026524,65556,637820490,,Cluster 2771,,,,,,
637000155,NC_007626,637820491,amb1879,2026641,2027039,65556,637820491,,Cluster 2841,,,,,,
637000155,NC_007626,637820492,amb1880,2027073,2027645,65556,637820492,,Cluster 327,,,,,,
637000155,NC_007626,637820493,amb1881,2027666,2028463,65556,637820493,,Cluster 273,,,,,,
637000155,NC_007626,637820494,amb1882,2028467,2029108,65556,637820494,afp16,,18,197,4.40E-33,pfam14065,DUF4255,178
637000155,NC_007626,637820495,amb1883,2029105,2029707,65556,637820495,,Cluster 431,,,,,,
637000155,NC_007626,637820496,amb1884,2029719,2031314,65556,637820496,afp2_3_4,,1,523,1.20E-60,pfam04984,Phage_sheath_1,464
637000155,NC_007626,637820497,amb1885,2031337,2031780,65556,637820497,afp1_5,,9,144,9.20E-37,pfam06841,Phage_T4_gp19,134
637000155,NC_007626,637820498,amb1886,2031806,2032135,65556,637820498,,Cluster 6,,,,,,
637000155,NC_007626,637820499,amb1887,2032204,2032479,65556,637820499,,Cluster 4799,,,,,,
637000155,NC_007626,637820500,amb1888,2032556,2032780,65556,637820500,afp1_5,,1,68,1.80E-18,pfam06841,Phage_T4_gp19,134
637000155,NC_007626,637820501,amb1889,2032777,2033781,65556,637820501,,Cluster 5434,,,,,,
637000155,NC_007626,637820502,amb1890,2033781,2034470,65556,637820502,afp7,,,,,,,
637000155,NC_007626,637820503,amb1891,2034463,2035506,65556,637820503,afp8,,,,,,,
637000155,NC_007626,637820504,amb1892,2035503,2036129,65556,637820504,,Cluster 3132,,,,,,
637000155,NC_007626,637820505,amb1893,2036154,2036567,65556,637820505,afp10,,77,137,6.10E-06,pfam05488,PAAR_motif,69
637000155,NC_007626,637820506,amb1894,2036574,2036984,65556,637820506,afp9,,33,125,1.10E-23,pfam04965,GPW_gp25,95
637000155,NC_007626,637820507,amb1895,2036996,2037184,65556,637820507,,Cluster 367,,,,,,
637000155,NC_007626,637820508,amb1896,2037186,2040266,65556,637820508,afp11,,773,965,5.50E-07,pfam04865,Baseplate_J,255
637000155,NC_007626,637820509,amb1897,2040274,2041371,65556,637820509,afp12,,,,,,,
637000155,NC_007626,637820510,amb1898,2041368,2042336,65556,637820510,,Cluster 306,103,223,1.70E-05,pfam09684,Tail_P2_I,136
637000155,NC_007626,637820511,amb1899,2042346,2043170,65556,637820511,,Cluster 7335,,,,,,
637000155,NC_007626,637820512,amb1900,2043167,2046577,65556,637820512,,Cluster 4199,,,,,,
637000155,NC_007626,637820513,amb1901,2046580,2047200,65556,637820513,,Cluster 1791,,,,,,
637000155,NC_007626,637820514,amb1902,2047197,2047724,65556,637820514,,Cluster 1706,21,166,3.70E-38,pfam05118,Asp_Arg_Hydrox,153
637000155,NC_007626,637820515,amb1903,2047721,2049856,65556,637820515,afp15,,498,624,1.60E-27,pfam00004,AAA,132
637000155,NC_007626,637820516,amb1904,2049927,2050784,65556,637820516,,Cluster 6855,,,,,,
637000155,NC_007626,637820517,amb1905,2050806,2051732,65556,637820517,,Cluster 6915,,,,,,
637000155,NC_007626,637820518,amb1906,2051743,2052834,65556,637820518,,Cluster 5141,,,,,,
637000155,NC_007626,637820519,amb1907,2052831,2053307,65556,637820519,,Cluster 3376,,,,,,
637000186,NC_008095,638025832,MXAN_4488,5554689,5559779,65571,638025832,,Cluster 1267,129,200,7.70E-12,pfam13699,DUF4157,79
637000186,NC_008095,638025833,MXAN_4489,5559780,5560532,65571,638025833,,Cluster 667,,,,,,
637000186,NC_008095,638025834,MXAN_4490,5560158,5560487,65571,638025834,,Cluster 4452,,,,,,
637000186,NC_008095,638025835,MXAN_4491,5560529,5561563,65571,638025835,,Cluster 589,40,116,3.20E-09,pfam13599,Pentapeptide_4,78
637000186,NC_008095,638025835,MXAN_4491,5560529,5561563,65571,638025835,,Cluster 589,140,176,2.80E-10,pfam00805,Pentapeptide,40
637000186,NC_008095,638025836,MXAN_4492,5561844,5562308,65571,638025836,afp16,,2,143,3.30E-33,pfam14065,DUF4255,178
637000186,NC_008095,638025837,MXAN_4493,5562167,5563036,65571,638025837,,Cluster 440,,,,,,
637000186,NC_008095,638025838,MXAN_4494,5563081,5565465,65571,638025838,afp2_3_4,,1,259,2.30E-11,pfam04984,Phage_sheath_1,464
637000186,NC_008095,638025838,MXAN_4494,5563081,5565465,65571,638025838,afp2_3_4,,421,788,1.50E-58,pfam04984,Phage_sheath_1,464
637000186,NC_008095,638025839,MXAN_4495,5565484,5565939,65571,638025839,afp1_5,,9,144,8.50E-38,pfam06841,Phage_T4_gp19,134
637000186,NC_008095,638025840,MXAN_4496,5565968,5567539,65571,638025840,afp2_3_4,,279,510,1.00E-06,pfam04984,Phage_sheath_1,464
637000186,NC_008095,638025841,MXAN_4497,5567536,5568015,65571,638025841,afp1_5,,9,156,1.10E-34,pfam06841,Phage_T4_gp19,134
637000186,NC_008095,638025842,MXAN_4498,5568022,5569341,65571,638025842,afp7,,,,,,,
637000186,NC_008095,638025843,MXAN_4499,5569345,5569518,65571,638025843,,Cluster 307,,,,,,
637000186,NC_008095,638025844,MXAN_4500,5569537,5570613,65571,638025844,afp8,,64,340,4.70E-13,pfam05954,Phage_GPD,304
637000186,NC_008095,638025845,MXAN_4501,5570610,5571308,65571,638025845,,Cluster 42,,,,,,
637000186,NC_008095,638025846,MXAN_4502,5571239,5572846,65571,638025846,,Cluster 569,,,,,,
637000186,NC_008095,638025847,MXAN_4503,5572854,5573255,65571,638025847,afp9,,29,121,9.30E-21,pfam04965,GPW_gp25,95
637000186,NC_008095,638025848,MXAN_4504,5573256,5575598,65571,638025848,afp11,,407,636,1.00E-14,pfam04865,Baseplate_J,255
637000186,NC_008095,638025849,MXAN_4505,5575598,5578018,65571,638025849,,Cluster 213,543,632,1.30E-07,pfam09684,Tail_P2_I,136
637000186,NC_008095,638025850,MXAN_4506,5578015,5578944,65571,638025850,,Cluster 233,,,,,,
637000186,NC_008095,638025851,MXAN_4507,5578972,5580825,65571,638025851,,Cluster 262,,,,,,
637000186,NC_008095,638025852,MXAN_4508,5580829,5585349,65571,638025852,,Cluster 497,,,,,,
637000186,NC_008095,638025853,MXAN_4509,5585346,5587133,65571,638025853,,Cluster 487,,,,,,
637000186,NC_008095,638025854,MXAN_4510,5587130,5589103,65571,638025854,afp15,,433,559,6.00E-24,pfam00004,AAA,132
637000186,NC_008095,638025855,MXAN_4511,5589134,5589841,65571,638025855,,Cluster 639,7,223,6.00E-20,pfam01872,RibD_C,200
637000186,NC_008095,640730298,MXAN_4512,5590113,5590825,65571,640730298,,Cluster 6187,6,65,2.00E-18,pfam00126,HTH_1,60
637000186,NC_008095,640730298,MXAN_4512,5590113,5590825,65571,640730298,,Cluster 6187,89,139,1.80E-08,pfam03466,LysR_substrate,209
637000186,NC_008095,638025856,MXAN_4513,5590872,5593619,65571,638025856,,Cluster 641,,,,,,
637000186,NC_008095,638025857,MXAN_4514,5593616,5594743,65571,638025857,,Cluster 5028,2,196,1.70E-10,pfam00149,Metallophos,197
637000199,NC_003272,637233697,asr3309,3991780,3991965,65581,637233697,,Cluster 3569,,,,,,
637000199,NC_003272,637233698,all3310,3991999,3994095,65581,637233698,,Cluster 6409,93,203,2.30E-25,pfam07715,Plug,108
637000199,NC_003272,637233698,all3310,3991999,3994095,65581,637233698,,Cluster 6409,464,697,5.90E-25,pfam00593,TonB_dep_Rec,236
637000199,NC_003272,637233699,alr3311,3994744,3998766,65581,637233699,,Cluster 2369,224,302,1.50E-30,pfam13699,DUF4157,79
637000199,NC_003272,637233699,alr3311,3994744,3998766,65581,637233699,,Cluster 2369,1192,1262,6.60E-11,pfam14441,OTT_1508_deam,65
637000199,NC_003272,637233700,alr3312,3998809,3999129,65581,637233700,,Cluster 4249,,,,,,
637000199,NC_003272,637233701,all3313,3999184,4000866,65581,637233701,afp14,,,,,,,
637000199,NC_003272,637233702,all3314,4000881,4005311,65581,637233702,,Cluster 3605,,,,,,
637000199,NC_003272,637233703,all3315,4005381,4009388,65581,637233703,afp12,,,,,,,
637000199,NC_003272,637233704,all3316,4009489,4009953,65581,637233704,,Cluster 121,,,,,,
637000199,NC_003272,637233705,all3317,4009956,4013651,65581,637233705,afp11,,916,1148,8.40E-07,pfam04865,Baseplate_J,255
637000199,NC_003272,637233706,all3318,4013700,4014149,65581,637233706,afp9,,29,133,2.70E-30,pfam04965,GPW_gp25,95
637000199,NC_003272,637233707,all3319,4014151,4014453,65581,637233707,afp10,,21,91,7.80E-22,pfam05488,PAAR_motif,69
637000199,NC_003272,637233708,all3320,4014539,4016308,65581,637233708,afp8,,,,,,,
637000199,NC_003272,637233709,all3321,4016305,4017009,65581,637233709,afp7,,,,,,,
637000199,NC_003272,637233710,asl3322,4017198,4017350,65581,637233710,afp6,,,,,,,
637000199,NC_003272,637233711,all3323,4017399,4017902,65581,637233711,afp1_5,,8,164,4.20E-50,pfam06841,Phage_T4_gp19,134
637000199,NC_003272,637233712,all3324,4017914,4018345,65581,637233712,afp1_5,,7,139,7.60E-45,pfam06841,Phage_T4_gp19,134
637000199,NC_003272,637233713,all3325,4018460,4019914,65581,637233713,afp2_3_4,,99,480,4.70E-31,pfam04984,Phage_sheath_1,464
637000199,NC_003272,637233714,all3326,4019932,4021131,65581,637233714,,Cluster 193,,,,,,
637000199,NC_003272,637233715,all3327,4021240,4021818,65581,637233715,afp16,,4,187,2.10E-34,pfam14065,DUF4255,178
637000199,NC_003272,637233716,all3328,4022295,4023059,65581,637233716,,Cluster 6261,169,250,9.80E-27,pfam07689,KaiB,82
637000199,NC_003272,637233717,all3329,4023220,4024518,65581,637233717,,Cluster 5618,85,352,1.60E-47,pfam00437,T2SSE,277
637000199,NC_003272,637233718,alr3330,4025223,4025597,65581,637233718,,Cluster 2758,,,,,,
637000199,NC_003272,637233719,alr3331,4025732,4027900,65581,637233719,,Cluster 6253,25,200,2.30E-24,pfam00270,DEAD,175
637000199,NC_003272,637233719,alr3331,4025732,4027900,65581,637233719,,Cluster 6253,241,357,5.40E-13,pfam00271,Helicase_C,105
637000207,NC_005126,640738710,plu1644,1964090,1964317,65594,640738710,,Cluster 4610,,,,,,
637000207,NC_005126,640738711,plu1645,1964393,1965296,65594,640738711,,Cluster 2076,86,131,7.50E-07,pfam00045,Hemopexin,45
637000207,NC_005126,640738711,plu1645,1964393,1965296,65594,640738711,,Cluster 2076,179,284,1.00E-42,pfam07472,PA-IIL,107
637000207,NC_005126,637463456,plu1646,1965347,1966231,65594,637463456,,Cluster 6802,104,258,5.30E-77,pfam13612,DDE_Tnp_1_3,155
637000207,NC_005126,640738712,plu1647,1966219,1966492,65594,640738712,,Cluster 4578,,,,,,
637000207,NC_005126,637463457,plu1648,1966541,1967338,65594,637463457,afp13,,92,115,7.50E-05,pfam07484,Collar,57
637000207,NC_005126,637463458,plu1649,1967857,1968744,65594,637463458,,Cluster 130,,,,,,
637000207,NC_005126,637463459,plu1650,1968623,1969300,65594,637463459,,Cluster 6730,,,,,,
637000207,NC_005126,637463460,plu1651,1969768,1970754,65594,637463460,,Cluster 79,,,,,,
637000207,NC_005126,637463461,plu1652,1970859,1971761,65594,637463461,afp16,,13,190,6.80E-33,pfam14065,DUF4255,178
637000207,NC_005126,637463462,plu1653,1971785,1973884,65594,637463462,afp15,,493,619,1.30E-27,pfam00004,AAA,132
637000207,NC_005126,637463463,plu1654,1973894,1975858,65594,637463463,afp14,,,,,,,
637000207,NC_005126,637463464,plu1655,1975922,1977139,65594,637463464,afp13,,233,256,2.70E-05,pfam07484,Collar,57
637000207,NC_005126,637463465,plu1656,1977249,1980602,65594,637463465,afp12,,,,,,,
637000207,NC_005126,637463466,plu1657,1980599,1983307,65594,637463466,afp11,,,,,,,
637000207,NC_005126,637463467,plu1658,1983350,1983766,65594,637463467,afp10,,,,,,,
637000207,NC_005126,637463468,plu1659,1983763,1984254,65594,637463468,afp9,,52,143,1.50E-21,pfam04965,GPW_gp25,95
637000207,NC_005126,637463469,plu1660,1984267,1985868,65594,637463469,afp8,,49,335,1.20E-11,pfam05954,Phage_GPD,304
637000207,NC_005126,637463470,plu1661,1985865,1986548,65594,637463470,afp7,,,,,,,
637000207,NC_005126,637463471,plu1662,1986535,1986714,65594,637463471,afp6,,,,,,,
637000207,NC_005126,637463472,plu1663,1986711,1987169,65594,637463472,afp1_5,,9,146,1.30E-28,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463473,plu1664,1987183,1988418,65594,637463473,afp2_3_4,,172,404,7.80E-17,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463474,plu1665,1988466,1989899,65594,637463474,afp2_3_4,,212,474,7.00E-37,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463475,plu1666,1989911,1990993,65594,637463475,afp2_3_4,,98,357,8.40E-30,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463476,plu1667,1991047,1991496,65594,637463476,afp1_5,,15,145,1.10E-34,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463477,plu1668,1992061,1992162,65594,637463477,,Cluster 3967,,,,,,
637000207,NC_005126,637463478,plu1669,1992245,1993171,65594,637463478,,Cluster 180,8,210,1.20E-88,pfam04754,Transposase_31,204
637000207,NC_005126,640738713,plu1670,1993272,1993598,65594,640738713,,Cluster 1408,20,95,5.50E-16,pfam15656,Tox-HDC,119
637000207,NC_005126,637463479,plu1671,1993599,1994573,65594,637463479,,Cluster 1896,43,324,0,pfam15634,Tox-ART-HYE1,282
637000207,NC_005126,637463480,plu1672,1994647,1995657,65594,637463480,,Cluster 321,,,,,,
637000207,NC_005126,640738714,plu1673,1995860,1996112,65594,640738714,,Cluster 4591,,,,,,
637000207,NC_005126,640738715,plu1674,1996195,1996897,65594,640738715,,Cluster 6562,,,,,,
637000207,NC_005126,637463481,plu1675,1996912,1998996,65594,637463481,afp15,,488,614,2.80E-27,pfam00004,AAA,132
637000207,NC_005126,637463482,plu1676,1999006,2000685,65594,637463482,afp14,,,,,,,
637000207,NC_005126,637463483,plu1677,2000742,2001773,65594,637463483,afp13,,168,211,0.00011,pfam07484,Collar,57
637000207,NC_005126,637463484,plu1678,2001916,2004795,65594,637463484,afp12,,,,,,,
637000207,NC_005126,637463485,plu1679,2004788,2007490,65594,637463485,afp11,,,,,,,
637000207,NC_005126,637463486,plu1680,2007567,2007983,65594,637463486,afp10,,,,,,,
637000207,NC_005126,637463487,plu1681,2007980,2008426,65594,637463487,afp9,,37,129,2.00E-19,pfam04965,GPW_gp25,95
637000207,NC_005126,637463488,plu1682,2008439,2010040,65594,637463488,afp8,,39,335,1.80E-09,pfam05954,Phage_GPD,304
637000207,NC_005126,637463489,plu1683,2010037,2010720,65594,637463489,afp7,,,,,,,
637000207,NC_005126,637463490,plu1684,2010707,2010886,65594,637463490,afp6,,,,,,,
637000207,NC_005126,637463491,plu1685,2010883,2011341,65594,637463491,afp1_5,,9,146,4.00E-28,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463492,plu1686,2011377,2012552,65594,637463492,afp2_3_4,,138,384,3.40E-17,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463493,plu1687,2012608,2013993,65594,637463493,afp2_3_4,,232,458,1.20E-36,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463494,plu1688,2014005,2015087,65594,637463494,afp2_3_4,,99,357,1.30E-30,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463495,plu1689,2015263,2015712,65594,637463495,afp1_5,,15,145,2.30E-35,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463496,plu1690,2016643,2017590,65594,637463496,,Cluster 839,,,,,,
637000207,NC_005126,637463497,plu1691,2017782,2018711,65594,637463497,,Cluster 321,,,,,,
637000207,NC_005126,637463498,plu1692,2018792,2019694,65594,637463498,afp16,,13,189,1.40E-32,pfam14065,DUF4255,178
637000207,NC_005126,637463499,plu1693,2019719,2021785,65594,637463499,afp15,,482,608,1.90E-27,pfam00004,AAA,132
637000207,NC_005126,637463500,plu1694,2021795,2023357,65594,637463500,afp14,,,,,,,
637000207,NC_005126,637463501,plu1695,2023536,2024561,65594,637463501,,Cluster 1949,28,85,3.00E-07,pfam13551,HTH_29,65
637000207,NC_005126,637463501,plu1695,2023536,2024561,65594,637463501,,Cluster 1949,93,152,1.40E-24,pfam13592,HTH_33,60
637000207,NC_005126,637463501,plu1695,2023536,2024561,65594,637463501,,Cluster 1949,163,308,2.20E-33,pfam13358,DDE_3,146
637000207,NC_005126,637463502,plu1696,2024611,2025561,65594,637463502,afp13,,,,,,,
637000207,NC_005126,637463503,plu1697,2025763,2028669,65594,637463503,afp12,,,,,,,
637000207,NC_005126,637463504,plu1698,2028666,2031368,65594,637463504,afp11,,,,,,,
637000207,NC_005126,637463505,plu1699,2031465,2031881,65594,637463505,afp10,,,,,,,
637000207,NC_005126,637463506,plu1700,2031878,2032369,65594,637463506,afp9,,52,143,1.50E-21,pfam04965,GPW_gp25,95
637000207,NC_005126,637463507,plu1701,2032382,2033983,65594,637463507,afp8,,44,335,2.00E-09,pfam05954,Phage_GPD,304
637000207,NC_005126,637463508,plu1702,2033980,2034663,65594,637463508,afp7,,,,,,,
637000207,NC_005126,637463509,plu1703,2034650,2034829,65594,637463509,afp6,,,,,,,
637000207,NC_005126,637463510,plu1704,2034826,2035284,65595,637463510,afp1_5,,9,146,1.50E-27,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463511,plu1705,2035298,2036503,65595,637463511,afp2_3_4,,185,394,1.90E-17,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463512,plu1706,2036552,2038036,65595,637463512,afp2_3_4,,91,491,4.40E-35,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463513,plu1707,2038048,2039124,65595,637463513,afp2_3_4,,97,355,2.20E-29,pfam04984,Phage_sheath_1,464
637000207,NC_005126,637463514,plu1708,2039178,2039627,65595,637463514,afp1_5,,15,145,3.90E-36,pfam06841,Phage_T4_gp19,134
637000207,NC_005126,637463515,plu1709,2040034,2040204,65595,637463515,,Cluster 4087,,,,,,
637000207,NC_005126,640738716,plu1710,2040214,2040662,65595,640738716,,Cluster 2550,,,,,,
637000207,NC_005126,637463516,plu1711,2040655,2041677,65595,637463516,,Cluster 294,8,210,8.50E-80,pfam04754,Transposase_31,204
637000207,NC_005126,637463517,plu1712,2042171,2043193,65595,637463517,,Cluster 299,,,,,,
637000207,NC_005126,637463518,plu1713,2043313,2044155,65595,637463518,,Cluster 928,,,,,,
637000207,NC_005126,637463519,plu1714,2044494,2044976,65595,637463519,,Cluster 3361,,,,,,
637000207,NC_005126,637463520,plu1715,2045078,2045980,65595,637463520,afp16,,13,189,2.50E-31,pfam14065,DUF4255,178
637000207,NC_005126,637463521,plu1716,2046005,2048089,65595,637463521,afp15,,488,614,2.80E-27,pfam00004,AAA,132
637000207,NC_005126,637463522,plu1717,2048099,2049754,65595,637463522,afp14,,,,,,,
637000207,NC_005126,637463523,plu1718,2049818,2051122,65595,637463523,afp13,,264,287,3.70E-05,pfam07484,Collar,57
637000207,NC_005126,637463524,plu1719,2051310,2054216,65595,637463524,afp12,,,,,,,
637000207,NC_005126,637463525,plu1720,2054209,2056926,65595,637463525,afp11,,,,,,,
637000207,NC_005126,637463526,plu1721,2056970,2057386,65595,637463526,afp10,,,,,,,
637000207,NC_005126,637463527,plu1722,2057383,2058102,65595,637463527,afp9,,128,220,1.30E-19,pfam04965,GPW_gp25,95
